Inventory ID,Project ID,Material Type,Quantity,Unit Price,Supplier Name,Supplier Contact,Location,Storage Location,Storage Conditions,Reorder Level,Reorder Quantity,Project Type,Project Name,Order Date,Expected Delivery Date,Actual Delivery Date,Procurement Status,Payment Status,Compliance Status,Risk Factor,Total Cost
INV-5349,PROJ-3,Steel,3779,902.21,Wade-Wilson,9247864388,Dubai,Al Quoz Industrial Area,Open-air,125,207,Commercial,"Wallace, Green and Jennings Development Project",26-11-2023,13-07-2025,08-07-2025,Pending,Pending,Compliant,Material Shortage,3409451.59
INV-5350,PROJ-15,Cement,3274,89.88,Hall-Green,001-345-640-4662,Sharjah,Hamriyah Free Zone,Covered,106,344,Residential,Stewart-Lewis Development Project,25-11-2023,14-02-2025,18-11-2024,Pending,Paid,Non-compliant,Delay in Delivery,294267.12
INV-5351,PROJ-22,Cement,2319,99.15,Hall-Green,606-350-4597,Sharjah,Industrial Area 10,Climate-controlled,79,203,Mixed-use,Martin-Bishop Development Project,26-05-2024,,,Cancelled,Pending,Compliant,Cost Overruns,229928.85
INV-5352,PROJ-27,Glass,3462,25.9,"Maynard, Holt and Warren",587.840.1208x43995,Sharjah,SAIF Zone,Climate-controlled,92,310,Commercial,Mills and Sons Development Project,20-12-2023,,,Cancelled,Pending,Compliant,Delay in Delivery,89665.8
INV-5353,PROJ-63,Bricks,3502,5.8,"Glenn, Burton and Henry",334.733.8759x7924,Dubai,Dubai Silicon Oasis,Climate-controlled,114,416,Commercial,Young-Weber Development Project,08-10-2023,13-02-2025,13-12-2023,In-progress,Paid,Compliant,Cost Overruns,20311.6
INV-5354,PROJ-98,Sand,1959,11.51,"Fowler, Brown and White",(536)282-2555,Dubai,Dubai Silicon Oasis,Covered,72,206,Residential,"Washington, Day and Hughes Development Project",25-05-2024,15-05-2025,20-07-2024,Pending,Overdue,Pending,Delay in Delivery,22548.09
INV-5355,PROJ-78,Sand,1860,10.92,Harper Ltd,001-439-444-7644x824,Dubai,Al Quoz Industrial Area,Climate-controlled,198,457,Residential,Spencer-Lucas Development Project,29-08-2024,11-04-2025,08-03-2025,Delivered,Overdue,Non-compliant,Delay in Delivery,20311.2
INV-5356,PROJ-76,Safety Equipment,4914,81.5,Wade-Wilson,949-454-1263,Abu Dhabi,Al Ain Industrial Area,Covered,182,355,Commercial,Scott Ltd Development Project,09-01-2024,12-11-2024,07-08-2024,Pending,Paid,Compliant,Cost Overruns,400491
INV-5357,PROJ-83,Glass,543,42.28,Wade-Wilson,(697)561-2081,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,56,386,Residential,"Perez, Anderson and Morgan Development Project",09-11-2023,07-10-2024,03-03-2024,Pending,Overdue,Pending,Cost Overruns,22958.04
INV-5358,PROJ-94,Bricks,1302,4.55,"Miller, Nelson and Bailey",345.497.3708x912,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,101,268,Residential,Wagner Inc Development Project,25-07-2024,,,Cancelled,Paid,Non-compliant,Delay in Delivery,5924.1
INV-5359,PROJ-75,Tiles,910,37.83,"Mayo, Chen and Reed",-9719,Abu Dhabi,Mussafah Industrial Area,Open-air,127,445,Mixed-use,"Smith, Reed and Washington Development Project",09-02-2024,,,Cancelled,Paid,Compliant,Cost Overruns,34425.3
INV-5360,PROJ-60,Safety Equipment,2013,132.24,George Ltd,318.807.1231x250,Dubai,Ras Al Khor Industrial Area,Open-air,119,465,Mixed-use,Morris-Smith Development Project,13-12-2023,01-10-2024,15-06-2024,Pending,Pending,Pending,Cost Overruns,266199.12
INV-5361,PROJ-53,Safety Equipment,136,20.98,"Mayo, Chen and Reed",(376)432-6363x4643,Sharjah,Al Saja'a Industrial Area,Climate-controlled,66,265,Residential,Reyes-Eaton Development Project,14-07-2024,,,Cancelled,Paid,Non-compliant,Delay in Delivery,2853.28
INV-5362,PROJ-12,Glass,4651,49.92,"Barton, Johnson and Stark",001-210-436-9663x559,Dubai,Ras Al Khor Industrial Area,Climate-controlled,50,351,Commercial,"Thompson, Diaz and Russo Development Project",12-05-2024,20-11-2024,24-07-2024,Delivered,Overdue,Pending,Delay in Delivery,232177.92
INV-5363,PROJ-14,Sand,993,10.09,Hall-Green,(898)441-6659,Abu Dhabi,Mussafah Industrial Area,Open-air,89,208,Residential,Williams PLC Development Project,22-02-2024,20-11-2024,03-11-2024,In-progress,Paid,Pending,Material Shortage,10019.37
INV-5364,PROJ-65,Wood,4640,4.32,"Mayo, Chen and Reed",(698)209-1693,Dubai,Ras Al Khor Industrial Area,Climate-controlled,82,226,Residential,Nguyen-Reilly Development Project,27-08-2024,24-08-2025,04-08-2025,Delivered,Pending,Non-compliant,Cost Overruns,20044.8
INV-5365,PROJ-67,Paint,792,19.56,Harper Ltd,9995670023,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,188,230,Commercial,Mitchell Group Development Project,06-10-2023,20-05-2025,02-05-2025,Pending,Paid,Compliant,Cost Overruns,15491.52
INV-5366,PROJ-91,Cement,4604,84.03,Hall-Green,6585520538,Abu Dhabi,Baniyas East,Climate-controlled,193,486,Mixed-use,Young-Sweeney Development Project,10-07-2024,14-08-2025,30-11-2024,Delivered,Pending,Non-compliant,Material Shortage,386874.12
INV-5367,PROJ-29,Safety Equipment,3463,124.8,Chase PLC,(657)443-5035,Dubai,Al Quoz Industrial Area,Open-air,183,225,Residential,"Pierce, Riggs and Gutierrez Development Project",15-03-2024,13-07-2025,19-04-2025,Delivered,Overdue,Compliant,Material Shortage,432182.4
INV-5368,PROJ-16,Paint,629,20.11,Murphy-Harvey,(554)428-0480,Sharjah,Industrial Area 10,Covered,157,331,Residential,Wells-Bowman Development Project,04-04-2024,21-03-2025,12-01-2025,Delivered,Paid,Non-compliant,Delay in Delivery,12649.19
INV-5369,PROJ-98,Tiles,2693,42.38,"Glenn, Burton and Henry",+1-730-355-4231x34640,Abu Dhabi,Baniyas East,Covered,87,264,Residential,"Washington, Day and Hughes Development Project",08-03-2024,,,Cancelled,Pending,Compliant,Material Shortage,114129.34
INV-5370,PROJ-82,Sand,2689,8.05,"Fowler, Brown and White",8176749301,Dubai,Al Quoz Industrial Area,Covered,121,477,Commercial,Schaefer Inc Development Project,29-09-2023,06-01-2025,25-10-2024,Delivered,Paid,Non-compliant,Cost Overruns,21646.45
INV-5371,PROJ-84,Safety Equipment,2472,51.14,"Mayo, Chen and Reed",(825)369-9174,Sharjah,SAIF Zone,Covered,123,460,Mixed-use,Proctor-Moore Development Project,26-06-2024,21-10-2024,07-09-2024,In-progress,Pending,Pending,Cost Overruns,126418.08
INV-5372,PROJ-15,Wood,797,4.2,Murphy Ltd,567-389-1005x8891,Sharjah,Al Saja'a Industrial Area,Covered,180,453,Commercial,Stewart-Lewis Development Project,13-06-2024,26-05-2025,15-01-2025,Pending,Paid,Non-compliant,Delay in Delivery,3347.4
INV-5373,PROJ-68,Steel,2087,741.26,Hall-Green,458.560.8885,Dubai,Dubai Silicon Oasis,Covered,56,243,Residential,Zuniga-Perry Development Project,07-11-2023,29-04-2025,28-05-2024,Delivered,Overdue,Compliant,Material Shortage,1547009.62
INV-5374,PROJ-60,Steel,4738,809.86,"Glenn, Burton and Henry",618-423-0770x81595,Sharjah,Industrial Area 10,Open-air,97,358,Commercial,Morris-Smith Development Project,11-03-2024,14-08-2025,30-08-2024,Pending,Overdue,Compliant,Delay in Delivery,3837116.68
INV-5375,PROJ-1,Glass,2424,49.54,Murphy Ltd,001-589-657-4550x04274,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,199,292,Commercial,"Peterson, Krause and Abbott Development Project",18-06-2024,,,Cancelled,Pending,Pending,Material Shortage,120084.96
INV-5376,PROJ-51,Bricks,1937,0.38,Wade-Wilson,6014740586,Dubai,Al Quoz Industrial Area,Open-air,102,458,Commercial,Torres LLC Development Project,04-03-2024,,,Cancelled,Paid,Non-compliant,Material Shortage,736.06
INV-5377,PROJ-36,Glass,887,44.99,Sullivan-Sutton,3307711312,Sharjah,SAIF Zone,Open-air,69,360,Commercial,Lewis-Leblanc Development Project,03-09-2024,,,Cancelled,Pending,Non-compliant,Delay in Delivery,39906.13
INV-5378,PROJ-59,Bricks,4557,11.79,"Miller, Nelson and Bailey",458-976-7640x45996,Dubai,Jebel Ali Free Zone (JAFZA),Climate-controlled,89,496,Mixed-use,Rosario Ltd Development Project,30-07-2024,,,Cancelled,Pending,Compliant,Cost Overruns,53727.03
INV-5379,PROJ-95,Steel,4273,682.47,"Barton, Johnson and Stark",856.674.6944x0521,Sharjah,SAIF Zone,Covered,92,492,Commercial,Kim-Ross Development Project,12-10-2023,02-06-2025,02-03-2025,Delivered,Paid,Pending,Delay in Delivery,2916194.31
INV-5380,PROJ-79,Steel,1945,701.86,"Mayo, Chen and Reed",001-868-832-9031x75154,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,129,210,Mixed-use,Hill-Whitney Development Project,20-05-2024,04-08-2025,13-08-2024,In-progress,Overdue,Pending,Material Shortage,1365117.7
INV-5381,PROJ-1,Bricks,2712,10.18,"Miller, Nelson and Bailey",412.934.1146x0322,Dubai,Dubai Investment Park (DIP),Climate-controlled,77,258,Commercial,"Peterson, Krause and Abbott Development Project",18-03-2024,,,Cancelled,Paid,Pending,Cost Overruns,27608.16
INV-5382,PROJ-21,Bricks,4993,3.55,Robinson Inc,3313336039,Sharjah,Al Khan Industrial Area,Climate-controlled,136,204,Mixed-use,Coleman-Garcia Development Project,28-10-2023,03-04-2025,10-10-2024,In-progress,Overdue,Compliant,Delay in Delivery,17725.15
INV-5383,PROJ-83,Paint,616,16.68,Murphy Ltd,639.773.6919,Abu Dhabi,Mussafah Industrial Area,Covered,190,341,Mixed-use,"Perez, Anderson and Morgan Development Project",06-02-2024,04-07-2025,15-08-2024,Delivered,Pending,Non-compliant,Material Shortage,10274.88
INV-5384,PROJ-65,Tiles,4194,18.23,"Fowler, Morales and Yang",(297)291-5372x84253,Abu Dhabi,ICAD,Open-air,148,369,Commercial,Nguyen-Reilly Development Project,20-11-2023,20-07-2025,21-12-2023,In-progress,Pending,Non-compliant,Cost Overruns,76456.62
INV-5385,PROJ-41,Tiles,4670,5.59,"Fowler, Morales and Yang",(564)887-7798,Abu Dhabi,Baniyas East,Climate-controlled,196,340,Commercial,Hernandez-Davis Development Project,26-05-2024,,,Cancelled,Pending,Compliant,Cost Overruns,26105.3
INV-5386,PROJ-75,Wood,1725,7.66,"Miller, Nelson and Bailey",001-500-350-6148x4865,Dubai,Al Quoz Industrial Area,Covered,196,475,Commercial,"Smith, Reed and Washington Development Project",29-09-2023,18-10-2024,08-03-2024,Delivered,Pending,Non-compliant,Delay in Delivery,13213.5
INV-5387,PROJ-91,Paint,1038,10.48,Hall-Green,790-990-0146,Abu Dhabi,Mussafah Industrial Area,Covered,56,204,Commercial,Young-Sweeney Development Project,11-03-2024,08-07-2025,13-12-2024,In-progress,Pending,Pending,Delay in Delivery,10878.24
INV-5388,PROJ-16,Paint,4704,15.47,"Mayo, Chen and Reed",(370)397-0468,Dubai,Dubai Investment Park (DIP),Open-air,70,368,Residential,Wells-Bowman Development Project,06-06-2024,29-08-2025,26-06-2025,In-progress,Overdue,Pending,Delay in Delivery,72770.88
INV-5389,PROJ-98,Glass,3312,30.61,Wade-Wilson,439.438.0890,Sharjah,Industrial Area 10,Open-air,58,289,Residential,"Washington, Day and Hughes Development Project",12-08-2024,04-12-2024,01-11-2024,Pending,Pending,Compliant,Delay in Delivery,101380.32
INV-5390,PROJ-77,Cement,4172,94.87,Harper Ltd,+1-495-772-8005x87857,Sharjah,Hamriyah Free Zone,Open-air,189,473,Residential,Ward-Davis Development Project,15-12-2023,,,Cancelled,Overdue,Pending,Cost Overruns,395797.64
INV-5391,PROJ-56,Bricks,2211,0.67,"Barton, Johnson and Stark",(337)707-1472,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,69,449,Commercial,Smith-Hamilton Development Project,15-01-2024,15-05-2025,17-05-2024,Delivered,Pending,Compliant,Delay in Delivery,1481.37
INV-5392,PROJ-52,Tiles,2240,37.48,Robinson Inc,+1-300-947-8110x00728,Abu Dhabi,Al Ain Industrial Area,Covered,92,422,Commercial,Ross-Evans Development Project,10-04-2024,16-12-2024,04-12-2024,In-progress,Pending,Compliant,Cost Overruns,83955.2
INV-5393,PROJ-83,Paint,777,22.37,"Barton, Johnson and Stark",243.607.1893,Abu Dhabi,Mussafah Industrial Area,Covered,94,415,Residential,"Perez, Anderson and Morgan Development Project",03-09-2024,29-06-2025,12-02-2025,Delivered,Overdue,Pending,Cost Overruns,17381.49
INV-5394,PROJ-82,Cement,2989,81.04,George Ltd,686-300-8819x4901,Sharjah,Hamriyah Free Zone,Covered,57,379,Residential,Schaefer Inc Development Project,11-08-2024,04-08-2025,13-03-2025,Pending,Overdue,Non-compliant,Material Shortage,242228.56
INV-5395,PROJ-99,Glass,2830,38.34,George Ltd,5457548516,Dubai,Jebel Ali Free Zone (JAFZA),Covered,100,426,Residential,Walker Ltd Development Project,11-08-2024,24-01-2025,07-11-2024,Delivered,Paid,Pending,Material Shortage,108502.2
INV-5396,PROJ-35,Safety Equipment,4126,91.64,"Mayo, Chen and Reed",4794532170,Dubai,Al Quoz Industrial Area,Open-air,90,460,Commercial,Williams Inc Development Project,16-04-2024,03-05-2025,18-09-2024,Pending,Paid,Pending,Material Shortage,378106.64
INV-5397,PROJ-86,Tiles,3025,6.38,Cruz-Stuart,709-714-9761x794,Sharjah,Industrial Area 10,Covered,73,206,Mixed-use,Flynn LLC Development Project,18-05-2024,08-07-2025,22-07-2024,Pending,Overdue,Non-compliant,Cost Overruns,19299.5
INV-5398,PROJ-69,Safety Equipment,1178,105.26,"Barton, Johnson and Stark",(446)379-2190,Abu Dhabi,Baniyas East,Climate-controlled,53,224,Mixed-use,Cameron-Fuller Development Project,18-12-2023,08-03-2025,21-01-2025,Delivered,Paid,Pending,Material Shortage,123996.28
INV-5399,PROJ-34,Bricks,3016,12.3,Cruz-Stuart,+1-561-958-7636x4112,Sharjah,Industrial Area 10,Climate-controlled,54,413,Commercial,"Lane, Elliott and Taylor Development Project",02-11-2023,19-08-2025,31-07-2024,Delivered,Overdue,Compliant,Cost Overruns,37096.8
INV-5400,PROJ-98,Paint,3066,27.53,"Jackson, Thomas and Duncan",+1-742-474-7935x937,Sharjah,Al Khan Industrial Area,Covered,106,500,Mixed-use,"Washington, Day and Hughes Development Project",29-10-2023,30-05-2025,16-02-2025,Delivered,Pending,Compliant,Cost Overruns,84406.98
INV-5401,PROJ-82,Steel,4859,699.52,"Miller, Nelson and Bailey",2975456888,Dubai,Ras Al Khor Industrial Area,Open-air,73,381,Commercial,Schaefer Inc Development Project,16-06-2024,,,Cancelled,Overdue,Compliant,Material Shortage,3398967.68
INV-5402,PROJ-9,Tiles,2947,15.56,Hall-Green,+1-496-765-4896x3551,Dubai,Jebel Ali Free Zone (JAFZA),Climate-controlled,128,482,Residential,Harper-Vazquez Development Project,18-10-2023,,,Cancelled,Pending,Non-compliant,Cost Overruns,45855.32
INV-5403,PROJ-57,Cement,3654,83.04,"Jackson, Thomas and Duncan",908-689-0518,Sharjah,Al Khan Industrial Area,Covered,138,424,Residential,Bishop PLC Development Project,17-12-2023,14-10-2024,12-07-2024,Delivered,Overdue,Non-compliant,Material Shortage,303428.16
INV-5404,PROJ-43,Bricks,4884,3.72,"Maynard, Holt and Warren",480-214-5102,Dubai,Dubai Investment Park (DIP),Climate-controlled,193,416,Residential,"Gonzales, King and Cantrell Development Project",11-11-2023,18-02-2025,11-11-2024,Delivered,Overdue,Compliant,Cost Overruns,18168.48
INV-5405,PROJ-89,Steel,1819,786.32,Murphy Ltd,723-287-3526x7014,Sharjah,Al Khan Industrial Area,Covered,84,414,Mixed-use,Reeves-Davis Development Project,14-07-2024,15-05-2025,06-11-2024,Delivered,Pending,Non-compliant,Material Shortage,1430316.08
INV-5406,PROJ-48,Sand,2090,7.46,"Fowler, Brown and White",6757504182,Dubai,Dubai Investment Park (DIP),Covered,60,449,Commercial,"Martin, Fisher and Wiley Development Project",21-10-2023,,,Cancelled,Paid,Non-compliant,Material Shortage,15591.4
INV-5407,PROJ-4,Sand,2699,7.14,Clark-Adams,(487)949-7472x54020,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Covered,193,422,Commercial,"Adams, Richards and Potts Development Project",09-09-2024,02-04-2025,10-03-2025,In-progress,Paid,Pending,Delay in Delivery,19270.86
INV-5408,PROJ-75,Paint,2268,29.56,Wade-Wilson,224.553.8099x2232,Dubai,Dubai Silicon Oasis,Covered,189,390,Mixed-use,"Smith, Reed and Washington Development Project",21-05-2024,30-06-2025,07-09-2024,Pending,Paid,Pending,Material Shortage,67042.08
INV-5409,PROJ-36,Sand,3866,12.02,Robinson Inc,+1-471-766-5746x43017,Sharjah,Hamriyah Free Zone,Climate-controlled,113,276,Mixed-use,Lewis-Leblanc Development Project,09-05-2024,29-03-2025,11-01-2025,Pending,Paid,Compliant,Material Shortage,46469.32
INV-5410,PROJ-68,Paint,3573,13.75,Murphy-Harvey,551.727.3801x3526,Abu Dhabi,Al Ain Industrial Area,Open-air,81,257,Commercial,Zuniga-Perry Development Project,01-05-2024,01-09-2025,16-12-2024,In-progress,Overdue,Compliant,Delay in Delivery,49128.75
INV-5411,PROJ-45,Bricks,1650,5.24,"Miller, Nelson and Bailey",559.838.0605,Dubai,Al Quoz Industrial Area,Open-air,90,441,Commercial,Fisher Inc Development Project,07-10-2023,25-09-2025,19-01-2024,Pending,Pending,Pending,Material Shortage,8646
INV-5412,PROJ-68,Wood,287,7.74,Wade-Wilson,+1-457-812-7030x2900,Sharjah,Hamriyah Free Zone,Covered,172,252,Mixed-use,Zuniga-Perry Development Project,09-01-2024,28-01-2025,04-08-2024,Pending,Paid,Pending,Cost Overruns,2221.38
INV-5413,PROJ-71,Wood,3758,4.2,"Fowler, Morales and Yang",380-615-6466x379,Abu Dhabi,Baniyas East,Covered,99,329,Commercial,Crawford-Bates Development Project,31-12-2023,,,Cancelled,Paid,Non-compliant,Cost Overruns,15783.6
INV-5414,PROJ-81,Paint,3166,15.15,Hall-Green,6937562327,Abu Dhabi,Baniyas East,Covered,101,384,Mixed-use,Patterson-Wood Development Project,29-11-2023,26-04-2025,12-04-2024,Pending,Pending,Non-compliant,Delay in Delivery,47964.9
INV-5415,PROJ-17,Safety Equipment,1175,66.27,Cruz-Stuart,+1-544-935-6672x659,Dubai,Dubai Silicon Oasis,Covered,190,272,Mixed-use,Cummings Inc Development Project,02-11-2023,,,Cancelled,Pending,Non-compliant,Material Shortage,77867.25
INV-5416,PROJ-67,Cement,677,93.66,Cruz-Stuart,+1-889-821-5878x08233,Sharjah,Al Saja'a Industrial Area,Climate-controlled,127,389,Residential,Mitchell Group Development Project,29-03-2024,10-06-2025,03-06-2024,Delivered,Overdue,Pending,Delay in Delivery,63407.82
INV-5417,PROJ-53,Paint,701,18.65,Clark-Adams,894.682.9615x428,Sharjah,Industrial Area 10,Open-air,51,464,Commercial,Reyes-Eaton Development Project,10-07-2024,23-07-2025,30-09-2024,Delivered,Pending,Non-compliant,Cost Overruns,13073.65
INV-5418,PROJ-41,Wood,2477,4.43,Sullivan-Sutton,(842)447-8464x51510,Sharjah,Industrial Area 10,Open-air,86,376,Mixed-use,Hernandez-Davis Development Project,11-05-2024,,,Cancelled,Paid,Non-compliant,Material Shortage,10973.11
INV-5419,PROJ-43,Cement,1467,86.01,Murphy-Harvey,(526)926-8489x58330,Dubai,Al Quoz Industrial Area,Open-air,159,338,Residential,"Gonzales, King and Cantrell Development Project",21-07-2024,05-11-2024,16-10-2024,Pending,Pending,Compliant,Cost Overruns,126176.67
INV-5420,PROJ-40,Glass,1482,42.9,Harper Ltd,001-231-408-8424,Dubai,Ras Al Khor Industrial Area,Open-air,152,326,Mixed-use,Smith-Nguyen Development Project,11-12-2023,,,Cancelled,Overdue,Non-compliant,Material Shortage,63577.8
INV-5421,PROJ-84,Tiles,490,11.13,"Miller, Nelson and Bailey",838.405.1718x982,Abu Dhabi,Mussafah Industrial Area,Covered,153,414,Commercial,Proctor-Moore Development Project,08-03-2024,11-02-2025,16-05-2024,Delivered,Overdue,Pending,Cost Overruns,5453.7
INV-5422,PROJ-32,Cement,3445,82.65,"Fowler, Brown and White",657-203-2236x77974,Sharjah,Hamriyah Free Zone,Climate-controlled,160,431,Mixed-use,Morrison Group Development Project,12-04-2024,,,Cancelled,Paid,Non-compliant,Material Shortage,284729.25
INV-5423,PROJ-29,Safety Equipment,3847,126.47,"Jackson, Thomas and Duncan",001-933-289-4124x63816,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,127,374,Residential,"Pierce, Riggs and Gutierrez Development Project",18-09-2024,29-10-2024,30-09-2024,Delivered,Overdue,Compliant,Material Shortage,486530.09
INV-5424,PROJ-70,Tiles,951,28.24,Robinson Inc,760-945-2195x275,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,51,229,Mixed-use,Alvarez PLC Development Project,02-08-2024,21-01-2025,06-12-2024,Delivered,Overdue,Pending,Cost Overruns,26856.24
INV-5425,PROJ-33,Cement,2942,96.06,"Jackson, Thomas and Duncan",(830)310-2147x6460,Abu Dhabi,Mussafah Industrial Area,Covered,178,462,Commercial,Taylor-Michael Development Project,08-10-2023,,,Cancelled,Pending,Compliant,Cost Overruns,282608.52
INV-5426,PROJ-95,Sand,721,11.3,Murphy-Harvey,001-958-512-6232x221,Dubai,Al Quoz Industrial Area,Covered,66,244,Mixed-use,Kim-Ross Development Project,12-07-2024,05-01-2025,17-10-2024,In-progress,Overdue,Pending,Cost Overruns,8147.3
INV-5427,PROJ-83,Paint,4056,17.35,"Mayo, Chen and Reed",678-752-1467,Abu Dhabi,ICAD,Climate-controlled,84,354,Residential,"Perez, Anderson and Morgan Development Project",21-11-2023,15-04-2025,29-04-2024,Delivered,Pending,Pending,Material Shortage,70371.6
INV-5428,PROJ-97,Steel,4113,658.23,Murphy Ltd,001-433-493-0177x983,Sharjah,Industrial Area 10,Climate-controlled,186,489,Mixed-use,Hancock-Good Development Project,30-03-2024,26-02-2025,15-11-2024,Pending,Paid,Pending,Cost Overruns,2707299.99
INV-5429,PROJ-100,Sand,3750,7.49,"Fowler, Brown and White",(980)498-1811x3161,Dubai,Ras Al Khor Industrial Area,Climate-controlled,102,326,Residential,"Morgan, Young and Love Development Project",07-01-2024,16-09-2025,18-12-2024,Delivered,Paid,Compliant,Delay in Delivery,28087.5
INV-5430,PROJ-3,Safety Equipment,1945,141.16,Sullivan-Sutton,-2714,Dubai,Dubai Investment Park (DIP),Climate-controlled,113,485,Commercial,"Wallace, Green and Jennings Development Project",19-09-2024,16-11-2024,25-09-2024,Pending,Paid,Compliant,Cost Overruns,274556.2
INV-5431,PROJ-16,Bricks,1227,5.25,Clark-Adams,9455570187,Dubai,Dubai Investment Park (DIP),Climate-controlled,152,309,Residential,Wells-Bowman Development Project,25-02-2024,,,Cancelled,Overdue,Pending,Material Shortage,6441.75
INV-5432,PROJ-96,Bricks,3220,10.13,"Miller, Nelson and Bailey",+1-422-697-2859x258,Dubai,Jebel Ali Free Zone (JAFZA),Climate-controlled,197,312,Residential,Trujillo and Sons Development Project,20-05-2024,,,Cancelled,Overdue,Pending,Delay in Delivery,32618.6
INV-5433,PROJ-77,Bricks,1132,13.93,Murphy-Harvey,001-498-258-1886x934,Abu Dhabi,ICAD,Covered,200,495,Residential,Ward-Davis Development Project,20-08-2024,22-08-2025,14-12-2024,Pending,Pending,Compliant,Cost Overruns,15768.76
INV-5434,PROJ-10,Cement,2637,86.01,Clark-Adams,879.955.9039,Abu Dhabi,Baniyas East,Climate-controlled,159,474,Residential,Bell-Anderson Development Project,25-06-2024,31-01-2025,30-11-2024,Pending,Paid,Compliant,Delay in Delivery,226808.37
INV-5435,PROJ-61,Safety Equipment,1328,60.44,Hall-Green,629-343-7569x845,Sharjah,Industrial Area 10,Open-air,126,210,Mixed-use,Lam and Sons Development Project,11-12-2023,,,Cancelled,Overdue,Non-compliant,Cost Overruns,80264.32
INV-5436,PROJ-17,Tiles,749,48.18,Cruz-Stuart,-2589,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,124,500,Mixed-use,Cummings Inc Development Project,29-07-2024,15-06-2025,16-03-2025,Pending,Overdue,Pending,Delay in Delivery,36086.82
INV-5437,PROJ-4,Sand,3140,13.44,"Fowler, Morales and Yang",3535670886,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,146,498,Mixed-use,"Adams, Richards and Potts Development Project",26-05-2024,26-04-2025,23-07-2024,Delivered,Pending,Non-compliant,Cost Overruns,42201.6
INV-5438,PROJ-74,Paint,1860,12.29,"Brewer, Swanson and Gutierrez",6155195025,Sharjah,Industrial Area 10,Open-air,86,266,Residential,Mitchell-Jennings Development Project,19-08-2024,10-12-2024,06-10-2024,Pending,Paid,Pending,Material Shortage,22859.4
INV-5439,PROJ-84,Tiles,799,16.01,Harper Ltd,(937)920-7612x78635,Sharjah,Industrial Area 10,Open-air,70,450,Commercial,Proctor-Moore Development Project,15-12-2023,,,Cancelled,Paid,Compliant,Cost Overruns,12791.99
INV-5440,PROJ-78,Glass,3983,43.37,Murphy-Harvey,(569)519-5804x9283,Dubai,Ras Al Khor Industrial Area,Open-air,155,422,Mixed-use,Spencer-Lucas Development Project,20-05-2024,,,Cancelled,Overdue,Compliant,Cost Overruns,172742.71
INV-5441,PROJ-95,Steel,3387,635.91,Harper Ltd,431-540-8564x8703,Abu Dhabi,ICAD,Covered,97,292,Residential,Kim-Ross Development Project,30-04-2024,24-07-2025,23-10-2024,Pending,Overdue,Non-compliant,Cost Overruns,2153827.17
INV-5442,PROJ-99,Paint,256,12.83,"Jackson, Thomas and Duncan",+1-935-232-1549x135,Sharjah,SAIF Zone,Covered,99,407,Mixed-use,Walker Ltd Development Project,08-01-2024,,,Cancelled,Pending,Non-compliant,Delay in Delivery,3284.48
INV-5443,PROJ-58,Glass,2683,46.01,Wade-Wilson,(741)745-8776,Dubai,Jebel Ali Free Zone (JAFZA),Climate-controlled,109,449,Mixed-use,"Anderson, Lawrence and Kelly Development Project",20-02-2024,,,Cancelled,Pending,Non-compliant,Material Shortage,123444.83
INV-5444,PROJ-10,Paint,685,18.22,Sullivan-Sutton,(890)424-9104x73140,Dubai,Dubai Silicon Oasis,Open-air,180,454,Residential,Bell-Anderson Development Project,27-09-2023,,,Cancelled,Overdue,Compliant,Delay in Delivery,12480.7
INV-5445,PROJ-58,Wood,3865,4.83,Hall-Green,549-377-1540x23499,Sharjah,Al Khan Industrial Area,Open-air,118,428,Mixed-use,"Anderson, Lawrence and Kelly Development Project",05-07-2024,04-09-2025,23-04-2025,In-progress,Paid,Pending,Delay in Delivery,18667.95
INV-5446,PROJ-71,Steel,1948,856.26,Harper Ltd,409-885-6967x58994,Dubai,Dubai Silicon Oasis,Open-air,137,431,Commercial,Crawford-Bates Development Project,28-06-2024,01-06-2025,20-09-2024,Delivered,Pending,Pending,Material Shortage,1667994.48
INV-5447,PROJ-97,Bricks,1089,12.42,"Brewer, Swanson and Gutierrez",436-756-7861x3239,Dubai,Dubai Investment Park (DIP),Covered,163,387,Residential,Hancock-Good Development Project,18-02-2024,,,Cancelled,Pending,Pending,Delay in Delivery,13525.38
INV-5448,PROJ-5,Glass,4163,41.78,Wade-Wilson,+1-217-238-1799x703,Abu Dhabi,ICAD,Covered,82,251,Residential,Woods Group Development Project,06-06-2024,10-02-2025,18-12-2024,In-progress,Overdue,Pending,Delay in Delivery,173930.14
